listening_time,ads_listened,is_premium,skip_rate,is_churned
234,84,1,0.41738712770054653,0
135,22,1,0.29754676134333025,0
139,28,1,0.9127010103571104,0
62,77,1,0.19280279467660666,0
181,89,0,0.38936801038140056,1
227,50,0,0.9403118009277517,1
169,68,0,0.4271065628370424,1
207,94,0,0.5546936856470578,1
256,88,0,0.08033686656948757,0
212,30,0,0.7901663868934623,0
193,49,1,0.42275877708823817,0
132,19,1,0.8005151245984834,0
264,54,1,0.25379764255599213,0
289,80,1,0.42247875056141004,0
107,1,0,0.7865489363650103,1
207,24,1,0.9738777670436397,0
249,12,0,0.05962552438726887,0
153,91,1,0.8124561774189043,1
106,69,1,0.30068906762711023,0
210,66,1,0.5507432808910722,0
133,57,0,0.2900922649507479,1
196,98,1,0.6134454725679902,1
268,81,0,0.35380283064397555,0
157,74,0,0.3336148909776815,1
261,83,1,0.037938312935935525,0
156,63,0,0.14696040590381154,0
157,68,0,0.9170781988654788,1
208,82,1,0.9982774288732463,1
137,85,1,0.7805205758696064,1
48,58,1,0.2868126247734868,0
138,59,1,0.40244513844359253,0
276,82,1,0.7395034549060827,0
160,61,1,0.9685135568831981,1
108,15,0,0.4554711707293676,0
272,87,1,0.8295224152883747,0
261,67,1,0.9750689225987169,0
153,14,0,0.8734731710560043,1
121,88,1,0.22714974677132693,0
69,54,0,0.008031863875622935,0
11,34,1,0.4920817053884151,0
263,54,1,0.5313608316952668,0
149,13,0,0.20125036455116962,0
46,48,1,0.28467439194681765,0
169,82,0,0.7651531608485469,1
18,99,1,0.47034725871313376,1
242,6,1,0.31735408360025663,0
108,29,0,0.6226260273619194,1
156,82,1,0.6527597559761253,1
217,48,1,0.7693957768408022,0
140,88,0,0.15670929576291914,1
161,15,1,0.7415172523269903,0
63,50,0,0.5994283921104185,1
129,71,1,0.05757186530279712,0
170,81,0,0.7774456282534111,1
125,91,1,0.38308028133318506,0
84,79,0,0.33038093432963755,1
122,82,0,0.44807515158163436,1
113,41,1,0.34617507730612906,0
263,16,1,0.33828559220990906,0
236,62,0,0.8080776677006255,1
121,44,1,0.12450525436569226,0
108,76,0,0.9706000678574586,1
162,6,1,0.5549316443743433,0
203,26,1,0.1829239984213129,0
172,9,0,0.1312154829316865,0
217,33,0,0.5915095321349826,0
178,35,1,0.632999443846928,0
170,24,1,0.053025771029810764,0
77,5,1,0.2430019141287858,0
298,23,1,0.7954619212214673,0
286,17,1,0.049624627743525496,0
144,86,0,0.8550886639060361,1
204,5,1,0.6581624765263335,0
137,28,1,0.4344232593632048,0
42,24,0,0.34643284897091586,1
185,54,0,0.019248963848893963,0
31,80,0,0.8252149457518431,1
247,45,1,0.1427218539685381,0
167,23,0,0.3095419918620881,0
47,74,0,0.5691069803628038,1
239,25,0,0.24599260007125423,0
60,97,0,0.49714046375220133,1
273,27,1,0.8093428287387023,0
292,2,1,0.47053793479027484,0
36,74,1,0.948977344119596,1
235,37,0,0.8475006203763417,1
286,60,0,0.3330392353633942,0
295,77,0,0.39996212458393776,0
106,50,0,0.42332672702252716,1
293,89,0,0.6261794529245147,1
156,47,0,0.2867957291885398,0
13,20,1,0.9692491388225086,1
44,53,1,0.6086842206035009,1
201,55,0,0.39940165874113354,0
58,93,1,0.6450098154915673,1
26,58,0,0.39540501052970767,1
181,71,0,0.8177956809794189,1
229,50,1,0.5678409605517213,0
167,19,0,0.041970503406067006,0
55,95,1,0.17675686742346075,1
15,85,0,0.8649939730295346,1
108,58,0,0.5628998263567899,1
242,70,1,0.950343476513905,0
46,8,0,0.07242231286068479,0
289,0,0,0.2952606300859739,0
190,28,0,0.1935433732395726,0
104,62,1,0.5538402922287362,0
108,71,0,0.38279283107990936,1
197,55,0,0.15727353407639322,0
125,67,0,0.6427519139595469,1
200,34,1,0.5362983657971865,0
262,2,1,0.27473625129630097,0
170,6,1,0.4797713577823778,0
265,26,1,0.7457383150411895,0
137,0,1,0.20527167455065853,0
27,90,0,0.2929057467017291,1
290,79,1,0.34611098709411514,0
232,70,1,0.7467264372010316,0
63,43,0,0.846922599550907,1
67,86,1,0.3763884964416109,1
183,40,0,0.2966208618339182,0
289,74,1,0.8894467583516772,0
123,41,0,0.9993649321926787,1
297,32,0,0.6703536396617991,0
160,49,1,0.9899806149891808,1
136,62,1,0.65996627780191,0
164,99,0,0.7334602720078249,1
282,36,0,0.38865600154351365,0
113,58,0,0.4329675469990535,1
255,80,0,0.14413566398939515,0
185,98,0,0.8227500147651232,1
48,47,0,0.9310590308872001,1
179,4,0,0.623438133694112,0
256,47,1,0.3436473084453985,0
35,95,0,0.15401632537436627,1
22,2,1,0.26515622970531494,0
45,46,1,0.2554104208518433,0
182,61,0,0.6135278841635731,1
29,98,0,0.9450374653636044,1
273,13,1,0.04827188695798146,0
151,62,0,0.0010222995944479951,0
152,60,0,0.6001819443143256,1
101,30,1,0.28406046207971525,0
297,94,1,0.880548342338957,0
224,16,1,0.327250307905817,0
60,23,0,0.2897376005288893,0
162,22,0,0.2695106212182973,0
195,81,1,0.1448528272682441,0
72,49,0,0.5815304742771106,1
199,77,1,0.16821360233421,0
134,78,0,0.42463115979029087,1
159,78,1,0.46097205225564886,0
67,69,0,0.020492046877974457,1
189,26,1,0.016807279821142496,0
179,14,0,0.5202126887568292,0
280,49,0,0.6960347322291323,0
63,35,1,0.9421424822804046,1
110,7,0,0.1791192841569551,0
273,78,0,0.10325880943608257,0
62,2,1,0.05208790692715093,0
69,61,0,0.43604158291295025,1
117,46,0,0.6231473673359569,1
14,76,0,0.8405533567512642,1
112,97,1,0.6826448822931314,1
205,87,1,0.20836078907485733,0
271,95,1,0.461770366396279,0
56,60,1,0.9103463463086553,1
153,31,1,0.3267410624773712,0
278,93,0,0.49873036509193147,1
133,12,0,0.9585653346436968,1
115,0,1,0.7347080055736976,0
167,33,0,0.747740385641692,1
156,61,0,0.2523340044132276,0
154,78,0,0.41469811830512815,1
129,77,0,0.08234216309672171,1
284,92,1,0.6065258670505337,0
101,97,1,0.10373016454249417,0
67,81,0,0.8359095822059548,1
238,70,0,0.8145537870199968,1
126,92,1,0.5336051011223095,1
288,30,0,0.1411660331970297,0
136,63,0,0.02557898319516816,0
138,24,0,0.7967086675425724,1
67,37,1,0.6001404832134268,0
131,13,1,0.7109296367478833,0
10,7,0,0.3038071257363676,0
248,90,0,0.5094827378439145,1
299,53,0,0.7471741705396504,0
105,1,0,0.46256330831379955,0
135,80,0,0.6013842227687309,1
127,77,0,0.7897282618079623,1
57,88,1,0.21522064526637885,1
98,55,1,0.06592888935748231,0
246,93,0,0.5318235108108051,1
281,92,1,0.06212577072009573,0
198,83,0,0.7665572943667532,1
201,84,0,0.7192114476337886,1
78,60,1,0.881712671465297,1
287,21,1,0.6395620980339606,0
256,34,0,0.06719757075237376,0
85,15,0,0.2531521254896174,0
163,49,1,0.8079318445627193,0
153,42,1,0.16713241731358774,0
95,16,0,0.6984804678148874,1
194,79,0,0.780259330920478,1
294,57,0,0.33011179785524114,0
229,1,1,0.3222974734029085,0
78,3,0,0.5578026812091469,0
56,84,1,0.8612863327547637,1
103,38,0,0.22390620191348054,0
247,97,1,0.9412581960424027,1
213,93,1,0.5991186848201082,0
227,5,1,0.9921264713522762,0
48,80,1,0.08961372399532264,0
109,88,0,0.12656213650675907,1
298,68,1,0.8266418037134827,0
263,68,1,0.8647558956038492,0
231,19,1,0.44545868837093394,0
32,63,0,0.714071176142335,1
259,15,0,0.8675572874455385,0
19,50,0,0.04312778821882868,1
255,36,0,0.5739504229932586,0
109,72,0,0.8534806665264896,1
299,68,0,0.39815494458477496,0
189,41,1,0.3023836061124269,0
232,56,1,0.7957066850948376,0
259,65,1,0.3357865835028362,0
156,8,0,0.0031742981845032103,0
105,99,1,0.9595725876290657,1
266,85,1,0.5921232363510185,0
13,63,0,0.8195179187100712,1
25,85,1,0.8253015623427146,1
289,21,0,0.06641042037273281,0
256,33,1,0.1708601993864648,0
267,54,0,0.3111206807596474,0
169,28,0,0.32069928504132283,0
161,37,0,0.6587861176809129,1
187,96,1,0.6231329207526848,1
172,17,1,0.49458977800981374,0
42,70,0,0.21126373230876794,1
188,64,0,0.3819834696903034,0
110,96,1,0.5435939684651695,1
277,0,1,0.4679853661039419,0
74,87,0,0.12729253309507838,1
177,3,1,0.6495104935019238,0
52,3,1,0.07305177681066055,0
53,81,1,0.3781946830810803,1
294,26,0,0.7100293476752291,0
21,42,0,0.02002353451970651,0
104,58,1,0.5699828190453161,0
262,31,0,0.3345209741432973,0
251,32,1,0.008831843422734464,0
44,27,1,0.19038327106097186,0
224,54,0,0.9409461932706544,1
99,99,0,0.5211489055050904,1
273,59,0,0.9972272046291317,1
102,69,1,0.5248167503647412,0
99,61,1,0.5439364122902682,0
124,79,0,0.3918430129328524,1
114,33,0,0.3100404187314143,0
205,86,0,0.2515455531329448,1
123,87,1,0.3434206161306739,0
84,55,1,0.45985108090043214,0
226,12,1,0.19199195023079008,0
286,55,0,0.22487509180569587,0
258,17,0,0.27154476866843913,0
173,53,1,0.44925989193083915,0
201,76,0,0.6528133668142431,1
236,42,0,0.8561461502862873,1
186,38,0,0.2871318371871433,0
108,60,0,0.18372834034143737,1
45,41,1,0.378847464850555,0
105,80,0,0.8943830763718558,1
161,78,1,0.009860728337139468,0
160,17,1,0.6778686160577454,0
199,22,0,0.4771600464115815,0
233,53,1,0.16104621496068006,0
46,29,1,0.3210215262744667,0
277,97,0,0.22495004387703388,0
192,57,1,0.8778321678901223,0
22,67,1,0.48187338394499024,1
288,66,1,0.5630942778724928,0
226,70,1,0.5936876193370206,0
295,17,1,0.6396171246023561,0
282,6,1,0.49555569037592995,0
71,39,1,0.01787353083631582,0
93,69,1,0.3347226869146519,0
226,85,0,0.1838732407209912,0
196,64,0,0.6801428429116769,1
28,67,0,0.056704651370046655,1
186,48,1,0.5638033911116442,0
109,51,1,0.21063172227430094,0
242,28,1,0.9488458384670612,0
85,20,0,0.3355409421865355,0
274,89,0,0.32522119137463423,0
293,77,0,0.9233846679907237,1
215,8,1,0.41734792030414136,0
232,46,0,0.9628623341857422,1
61,75,0,0.024170352133503492,1
153,41,1,0.3063445752021463,0
78,50,0,0.6661929602664312,1
108,55,1,0.8908569645276385,1
34,50,0,0.2564055930082839,1
62,69,1,0.9304775919636682,1
160,19,1,0.5941214664991882,0
153,87,1,0.801008243197916,1
66,26,1,0.3972073043068972,0
48,37,1,0.21218038256687333,0
118,71,0,0.9112354154476932,1
190,64,1,0.9331358684062186,1
51,53,1,0.4975751441541355,0
195,23,1,0.006495015999256504,0
232,46,1,0.10978295367040447,0
131,70,0,0.5730279602317218,1
142,82,1,0.02377670230188622,0
172,85,0,0.3969119239866953,1
224,62,1,0.3033699455720126,0
230,56,1,0.7143482754022047,0
244,54,0,0.05557867294793528,0
155,59,0,0.48873126897728747,1
248,98,0,0.5791142698756053,1
85,61,1,0.6172910760526177,1
18,29,0,0.40515767201694086,1
83,92,1,0.30436778342955095,1
262,21,0,0.6824930337371488,0
239,74,0,0.847569048102495,1
16,83,1,0.6936176377828788,1
183,28,0,0.9321023654572216,1
150,40,0,0.7172635253579271,1
177,41,1,0.7646187340136184,0
179,97,1,0.16790319660208886,0
292,64,1,0.4195396445267118,0
131,30,0,0.4850553309559652,0
203,29,0,0.25629316229460763,0
14,17,0,0.5285398603562879,1
38,16,0,0.2907919442218475,0
174,37,0,0.687502092804416,1
145,13,1,0.47028847670317586,0
154,86,0,0.4588069542690356,1
226,88,1,0.9836425310328117,1
141,78,0,0.39244484854257045,1
79,55,1,0.3622954325895683,0
261,21,0,0.3186043712826544,0
284,66,0,0.8947492209757981,1
191,55,1,0.4967238260981782,0
176,18,0,0.6000144774806355,0
100,56,1,0.180818479002395,0
211,43,0,0.5409423600049269,0
28,97,0,0.2746481928684883,1
48,34,1,0.7306369212628775,1
135,0,0,0.8325283487923821,0
182,51,1,0.7148106921312776,0
150,84,0,0.7302441662702573,1
251,92,0,0.512474704119517,1
229,69,0,0.7121180563341353,1
135,36,0,0.4226869355081603,0
67,64,0,0.651489153529613,1
157,50,0,0.2590392101205147,0
10,0,0,0.06975701231201015,0
199,90,1,0.4134732641219685,0
200,20,0,0.46177815578049,0
126,52,0,0.25640715818869,0
143,15,0,0.7277095184072376,1
67,60,1,0.0735504789762792,0
53,53,1,0.22274832437918857,0
182,39,0,0.7485647184536268,1
169,25,0,0.4371242737400124,0
182,79,0,0.7052836240393124,1
158,91,1,0.5674858777835963,1
89,64,0,0.9507127499973624,1
222,99,1,0.597795832722833,0
212,73,0,0.014868974345519703,0
261,63,1,0.352877350504334,0
238,42,1,0.1430606822047077,0
173,16,0,0.9246336775977032,1
236,58,0,0.10401245428508032,0
156,22,0,0.3877066631310875,0
29,6,0,0.22609919362669217,0
56,43,0,0.8467219903967333,1
242,52,0,0.30856649758891697,0
23,70,0,0.991893483142645,1
152,78,1,0.03861660561225089,0
10,33,0,0.12827677246256586,1
63,45,0,0.22463877642910912,1
268,67,1,0.8111060402001594,0
153,77,0,0.8785172090640158,1
21,77,0,0.07145138060942235,1
233,15,0,0.03246014176227641,0
281,70,0,0.7445568571045793,1
165,95,1,0.13335200675361347,0
17,18,1,0.13299858707463919,0
131,1,0,0.02236653449442927,0
173,9,0,0.04980787758342187,0
99,49,1,0.26367545859548913,0
145,80,0,0.0650054894108063,0
195,11,1,0.36887909165927557,0
187,69,1,0.8327750312273491,0
37,21,1,0.32632025732159264,0
229,31,0,0.7278341625793716,0
50,83,0,0.09390996483103009,1
237,0,0,0.6593751874194929,0
201,53,1,0.316747183257435,0
154,57,0,0.7497528786970381,1
210,69,0,0.13625201405638188,0
221,82,1,0.8978833777644819,1
229,17,0,0.2425772028979366,0
249,5,0,0.35313779328117645,0
55,44,0,0.9501807108180417,1
44,96,1,0.5784823597308589,1
262,22,0,0.36577151896302196,0
91,22,1,0.9496021470336317,0
265,25,1,0.329077416890032,0
206,76,1,0.09487071267517977,0
19,6,0,0.9968488878594198,1
295,78,0,0.26784492055891385,0
251,43,0,0.8512578486996074,1
260,26,1,0.16554079482308726,0
14,25,1,0.731353971777378,1
128,96,0,0.524449394472252,1
298,78,1,0.9809065582901296,0
74,35,0,0.5528303560923995,1
155,54,0,0.025015151890854126,0
233,63,0,0.6038779896240879,1
248,90,0,0.14531645633662604,0
186,56,0,0.7985409152820871,1
276,68,0,0.856568196489899,1
291,60,0,0.4820935187947143,0
72,1,1,0.7832214570522986,0
226,54,0,0.14511073548160514,0
292,96,1,0.49207818653564606,0
186,79,1,0.39394426469058463,0
107,86,0,0.6113173870530814,1
114,37,1,0.044477188803159984,0
108,79,1,0.7521228382486274,1
15,77,1,0.07912928947468367,0
206,28,0,0.6564715175301649,0
142,25,0,0.018457225539944222,0
268,34,0,0.8318880637567295,0
32,78,0,0.17469963022378132,1
62,66,0,0.5154974759769905,1
174,86,1,0.26149290372761935,0
211,28,1,0.7226472020610685,0
92,33,0,0.32135110018972124,0
154,96,1,0.7246091935883172,1
94,40,1,0.2848712068354765,0
87,40,1,0.75247309093576,0
10,22,1,0.030605496336904237,0
60,70,0,0.28331133537384845,1
182,2,0,0.49863350644027893,0
214,57,0,0.04505958191972548,0
269,31,1,0.18603406137127865,0
297,30,1,0.9345369816412032,0
43,81,0,0.9768342651801892,1
104,42,0,0.7397499473904856,1
81,6,1,0.25220005061691286,0
48,0,0,0.260517445435969,0
163,60,0,0.6457903577950729,1
259,13,1,0.11759961659870177,0
171,51,1,0.9483093804303666,0
127,95,0,0.22481289951018457,1
268,5,1,0.9996356254254438,0
277,9,0,0.4957337953024604,0
63,70,1,0.7714299889929364,1
245,89,1,0.0021840945055572325,0
231,97,0,0.8887464047516419,1
260,29,1,0.27000204478058043,0
121,99,0,0.6679367445480653,1
264,20,1,0.8063552807935896,0
216,59,0,0.16414774055900205,0
238,80,1,0.44250948132922896,0
75,96,1,0.4938359406519234,1
84,73,0,0.31211946533920454,1
112,62,1,0.48175582972898146,0
201,41,0,0.31754565765533804,0
261,50,1,0.36074774505520923,0
235,63,1,0.669331178702739,0
107,75,0,0.6325932683049971,1
295,55,1,0.23226572579752525,0
258,79,1,0.8974828847954246,0
175,40,0,0.8627885456713906,1
39,31,1,0.5090833066899516,0
256,14,0,0.43325074269575037,0
115,61,0,0.37685598298410883,1
60,26,0,0.7072679186664391,1
90,27,1,0.6716660572094705,0
142,80,1,0.19618060693797867,0
294,63,0,0.6714580313003613,0
147,58,1,0.25243119410203996,0
193,57,0,0.018558336523525565,0
282,1,1,0.699208677537377,0
78,35,0,0.6447936024607496,1
43,70,0,0.41080926237434146,1
271,12,1,0.5256860559195061,0
62,14,0,0.9471691917057596,1
214,88,0,0.5952001809054377,1
135,86,1,0.6578839353365314,1
244,59,0,0.06391132094914109,0
52,21,0,0.16599446067512524,0
249,62,1,0.30095227641158817,0
120,89,0,0.5393793180281431,1
258,96,0,0.7765908959833212,1
160,74,0,0.321240877788587,1
192,73,0,0.35638243047877394,1
104,24,0,0.25615088517374884,0
17,47,0,0.2546093292953059,1
193,42,0,0.9488638458947966,1
290,37,0,0.63545717961889,0
204,40,1,0.15590124353994683,0
204,44,0,0.7222485780842599,1
164,87,0,0.722021143360029,1
102,39,1,0.666470196053705,0
169,96,0,0.1347204450906636,1
70,16,0,0.4079914834695869,0
131,87,0,0.10675633049441313,1
60,56,0,0.8166205040921365,1
286,1,0,0.6551721431779193,0
14,95,0,0.5072039367678184,1
101,61,1,0.3430154765005966,0
179,87,1,0.1842494744944334,0
31,8,1,0.1064475888331079,0
10,67,1,0.9692406075368996,1
142,80,1,0.19964864195602305,0
242,16,0,0.05987462672138566,0
21,49,0,0.9616667721824964,1
55,93,0,0.5489517413578271,1
43,39,0,0.7966567349911429,1
87,57,0,0.04376584719831855,0
227,74,1,0.5669458574796546,0
82,84,1,0.39820996411799514,1
291,20,0,0.7719644343498835,0
258,17,0,0.03842564563905859,0
56,54,0,0.40169056856161434,1
130,28,1,0.799073419486196,0
223,23,1,0.52269726463837,0
248,73,0,0.550038740998604,1
65,16,1,0.0971646819659655,0
116,17,0,0.13233055612009137,0
57,41,1,0.6769996053657859,0
70,83,1,0.6750466222899199,1
35,44,0,0.9791033942522733,1
266,81,1,0.7119529880655504,0
17,16,1,0.4932434959334473,0
122,72,0,0.8573278235335529,1
262,13,1,0.10447298581593623,0
189,48,0,0.4492958208962545,0
216,28,1,0.28710911092756974,0
136,94,0,0.10463780692762559,1
65,3,0,0.7635020847203663,1
223,81,1,0.5107920304988839,0
23,19,1,0.5567687198974907,0
37,46,0,0.411255187910329,1
87,8,1,0.4603372316027352,0
225,76,1,0.11601738712300314,0
163,78,1,0.6729178242869764,1
23,26,0,0.43244735960521374,1
196,14,0,0.8167675731295833,0
16,91,0,0.1962872001430761,1
12,18,1,0.20505509341883577,0
120,89,1,0.6457595715306877,1
247,51,0,0.8460034233973969,1
248,25,0,0.4721978386181753,0
283,88,1,0.7269538687331,0
236,25,1,0.9993299214930856,0
24,25,1,0.9902656397289281,1
201,45,1,0.7443368428217001,0
128,91,0,0.7395864896782488,1
37,48,1,0.24761888719890568,0
211,81,1,0.8335396315437738,1
48,95,0,0.40510212704712056,1
282,52,0,0.9619939098668226,1
240,2,1,0.08142768870693551,0
95,65,0,0.43584036887272604,1
135,96,1,0.5558404876834986,1
34,41,1,0.40515620708616484,0
154,18,0,0.21057919050494334,0
22,16,0,0.5929884887825099,1
221,32,1,0.7559179146251376,0
34,75,0,0.6448385960201964,1
77,48,1,0.2344488488080395,0
76,55,1,0.7316079443685239,1
242,62,1,0.25689780604456325,0
118,2,0,0.17520236292404,0
155,48,1,0.6906680154387221,0
120,54,1,0.8427872461139291,1
237,25,1,0.4815394476965744,0
120,98,0,0.5313917931384378,1
43,71,1,0.30274757047123246,0
120,51,1,0.4946180151100322,0
273,99,1,0.1319829980124072,0
245,6,0,0.95583082968299,0
92,45,1,0.8003606536565963,1
51,45,1,0.6679730608221848,1
110,99,0,0.538194371684403,1
15,15,0,0.7921691362279645,1
189,23,1,0.4947572395858043,0
291,60,1,0.2999739081545325,0
235,53,1,0.16037423516667204,0
238,61,0,0.6475855888018073,1
298,0,0,0.9294257450265141,0
159,48,1,0.15361855350435116,0
286,24,0,0.18001804505080676,0
207,9,1,0.4336060334095351,0
79,79,1,0.806899347919689,1
121,15,0,0.2939227289715046,0
13,57,1,0.25391292467002813,0
104,71,0,0.6199662914628339,1
161,28,0,0.5356147818743319,0
146,91,1,0.06022036444523626,0
256,5,0,0.08148997730927654,0
252,15,1,0.6430129801847662,0
40,19,0,0.46512359914777957,1
49,79,1,0.970977191589147,1
238,70,1,0.6785314107300647,0
45,77,1,0.010073661993231453,0
232,42,0,0.4810187798004618,0
15,25,1,0.4144479350354795,0
229,89,0,0.1067138599937687,0
84,77,0,0.92320883587219,1
13,70,0,0.8050112990817236,1
143,32,0,0.23008590842000187,0
127,25,0,0.2559807588429972,0
103,44,1,0.032018053319450956,0
71,83,0,0.29671745157904095,1
203,62,1,0.5846220089133536,0
212,66,1,0.42084338838666824,0
35,51,0,0.9692554637196809,1
182,67,1,0.056080169263670876,0
142,25,1,0.5914301588990106,0
127,74,0,0.858309440507048,1
284,1,1,0.4807409124097226,0
221,13,0,0.0029627205603968143,0
234,29,0,0.2428014998262752,0
29,48,0,0.32376897566796614,1
122,11,1,0.9659944945574624,0
149,89,1,0.9117732818386994,1
56,43,1,0.9491705051076303,1
10,32,1,0.8257584576169683,1
99,12,0,0.3516477341139044,0
151,77,0,0.9058764220962006,1
47,87,1,0.9816845059370488,1
148,97,0,0.3500713122749529,1
268,25,1,0.2605559659864489,0
170,20,0,0.5469162927822213,0
187,27,0,0.18715219259893,0
19,47,0,0.032624221406380216,1
270,99,0,0.9458311711158697,1
147,39,0,0.9257406324414192,1
181,65,1,0.16265385376212105,0
22,72,1,0.40774024692971944,1
177,86,0,0.8310363132726856,1
139,78,1,0.661000298820853,1
93,76,0,0.3947875091707139,1
110,22,0,0.744170997182819,1
282,80,0,0.8970473882101909,1
